(8, 2)
(23, 2)
(35, 2)
(43, 2)
(55, 2)
(67, 2)
(70, 2)
(77, 2)
(100, 2)
(106, 2)
(116, 2)
(126, 2)
(141, 2)
(149, 1)
(151, 2)
(156, 1)
(159, 1)
(166, 1)
(172, 1)
(180, 1)
(185, 2)
(186, 1)
(199, 2)
(222, 1)
(227, 2)
(238, 1)
(253, 1)
(256, 1)
(259, 1)
(268, 1)
(272, 1)
(275, 1)
(278, 2)
(280, 2)
(284, 1)
(294, 1)
(297, 1)
(303, 2)
(304, 2)
(316, 2)
(329, 2)
(340, 2)
(342, 2)
(350, 1)
(353, 1)
(363, 2)
(370, 2)
(390, 2)
(394, 2)
(426, 2)
(428, 2)
(439, 2)
(441, 2)
(478, 2)
(481, 2)
(484, 2)
(504, 2)
(507, 2)
(508, 2)
(513, 2)
(541, 2)
(548, 2)
(580, 2)
(588, 2)
(591, 2)
(607, 2)
(620, 2)
(635, 1)
(648, 2)
(668, 2)
(685, 1)
(686, 1)
(688, 1)
(702, 1)
(707, 1)
(723, 1)
(739, 1)
(741, 1)
(767, 2)
(772, 2)
(783, 1)
(786, 1)
(791, 2)
(798, 1)
(804, 1)
(806, 2)
(813, 1)
(826, 1)
(832, 1)
(838, 1)
(851, 2)
(855, 2)
(860, 2)
(865, 1)
(872, 1)
(886, 2)
(900, 2)
(907, 1)
(915, 1)
(919, 1)
(924, 1)
(925, 1)
(927, 1)
(939, 1)
(946, 1)
(948, 1)
(972, 2)
(973, 2)
(980, 1)
(987, 2)
(988, 2)
(997, 2)
(1006, 2)
(1038, 1)
(1039, 1)
(1043, 2)
(1056, 2)
(1059, 1)
(1068, 1)
(1069, 1)
(1086, 2)
(1091, 1)
(1105, 2)
(1110, 2)
(1123, 2)
(1144, 1)
(1145, 1)
(1154, 1)
(1173, 2)
(1185, 1)
(1198, 2)
(1207, 2)
(1226, 2)
(1238, 2)
(1239, 2)
(1251, 2)
(1273, 1)
(1274, 1)
(1282, 1)
(1285, 1)
(1296, 1)
(1304, 2)
(1312, 2)
(1329, 2)
(1352, 2)
(1355, 2)
(1357, 2)
(1385, 2)
(1403, 2)
(1405, 2)
(1406, 2)
(1410, 2)
(1414, 2)
(1426, 2)
(1454, 2)
(1460, 2)
(1467, 2)
(1473, 2)
(1481, 2)
(1499, 2)
(1512, 2)
(1525, 2)
(1530, 2)
(1547, 2)
(1548, 2)
(1555, 2)
(1560, 2)
(1563, 2)
(1572, 2)
(1602, 2)
(1614, 2)
(1622, 2)
(1640, 2)
(1658, 2)
(1678, 2)
(1682, 1)
(1685, 1)
(1688, 2)
(1708, 2)
(1711, 2)
(1718, 2)
(1727, 1)
(1733, 1)
(1737, 1)
(1743, 1)
(1761, 2)
(1776, 2)
(1782, 2)
(1797, 2)
(1800, 2)
(1818, 2)
(1821, 2)
(1859, 2)
(1882, 2)
(1884, 2)
(1890, 2)
(1905, 2)
(1917, 1)
(1923, 2)
(1933, 2)
(1949, 1)
(1954, 1)
(1970, 2)
(1984, 2)
(1994, 2)
(2010, 1)
(2014, 1)
(2017, 1)
